행정구역,2026년02월_계_총인구수,2026년02월_계_연령구간인구수,2026년02월_계_0~9세,2026년02월_계_10~19세,2026년02월_계_20~29세,2026년02월_계_30~39세,2026년02월_계_40~49세,2026년02월_계_50~59세,2026년02월_계_60~69세,2026년02월_계_70~79세,2026년02월_계_80~89세,2026년02월_계_90~99세,2026년02월_계_100세 이상
경기도 평택시 현덕면(4122037000),"12,547","12,547","1,064",977,"1,112","1,985","2,013","2,069","1,703","1,018",491,114,1
경기도 평택시 중앙동(4122051000),"45,022","45,022","1,718","4,000","7,691","6,218","5,980","8,569","6,452","2,773","1,383",233,5
경기도 평택시 서정동(4122052000),"24,425","24,425",939,"1,848","2,729","3,430","3,513","4,798","3,987","1,981","1,063",134,3
경기도 평택시 송탄동(4122053500),"23,408","23,408","2,519","2,222","2,245","4,503","4,144","3,660","2,652",958,413,92,0
경기도 평택시 지산동(4122055000),"12,072","12,072",366,799,"1,868","2,201","1,910","2,199","1,510",793,373,51,2
경기도 평택시 송북동(4122056000),"20,308","20,308",909,"1,794","2,277","2,226","2,961","3,948","3,577","1,667",804,136,9
경기도 평택시 신장1동(4122057000),"6,619","6,619",408,457,767,"1,085","1,110","1,080",837,522,283,70,0
경기도 평택시 신장2동(4122058000),"4,589","4,589",89,197,511,602,562,790,858,559,348,71,2
경기도 평택시 신평동(4122059000),"19,246","19,246",554,"1,264","3,002","2,628","2,418","3,572","3,181","1,687",826,114,0
경기도 평택시 원평동(4122060000),"12,492","12,492",591,673,"1,618","2,303","1,651","2,064","1,972",994,543,79,4
경기도 평택시 통복동(4122061000),"6,684","6,684",539,377,753,"1,396",864,993,931,556,236,39,0
경기도 평택시 비전1동(4122062000),"50,436","50,436","3,556","6,481","5,734","6,619","9,180","8,991","5,879","2,660","1,141",194,1
경기도 평택시 비전2동(4122063000),"55,853","55,853","4,663","6,509","6,089","7,890","9,468","9,580","6,985","3,074","1,378",212,5
경기도 평택시 용이동(4122063500),"25,420","25,420","2,185","3,554","3,315","3,816","5,153","4,082","2,173",798,287,57,0
경기도 평택시 세교동(4122064000),"37,376","37,376","3,363","3,498","4,604","6,440","5,667","6,457","4,579","1,763",866,132,7
경기도 평택시 동삭동(4122065000),"43,352","43,352","5,234","4,702","4,759","9,625","8,737","5,656","3,129","1,068",384,57,1
경기도 평택시 고덕동(4122066000),"65,695","65,695","10,392","6,017","7,451","18,517","12,499","6,203","3,074","1,151",330,59,2
경기도 송탄출장소 (4122200000),0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 안중출장소 (4122400000),0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 동두천시 (4125000000),"86,299","86,299","3,534","7,360","8,413","8,333","11,099","15,749","15,612","9,722","5,592",867,18
경기도 동두천시 생연1동(4125051000),"6,001","6,001",229,475,496,562,703,"1,054","1,216",747,442,76,1
경기도 동두천시 생연2동(4125052000),"10,478","10,478",442,"1,003",922,872,"1,342","1,874","1,854","1,247",807,115,0
경기도 동두천시 중앙동(4125053500),"4,266","4,266",95,138,257,360,394,741,"1,073",704,418,78,8
경기도 동두천시 보산동(4125055000),"2,517","2,517",61,155,226,195,249,484,554,346,224,23,0
경기도 동두천시 불현동(4125056500),"25,104","25,104","1,095","2,139","2,591","2,460","3,295","4,704","4,565","2,598","1,446",208,3
경기도 동두천시 송내동(4125056600),"25,416","25,416","1,196","2,794","2,909","2,751","3,721","4,754","3,610","2,224","1,252",202,3
경기도 동두천시 소요동(4125058000),"8,065","8,065",242,472,665,655,933,"1,378","1,766","1,222",639,93,0
경기도 동두천시 상패동(4125060000),"4,452","4,452",174,184,347,478,462,760,974,634,364,72,3
경기도 안산시 (4127000000),"611,467","611,467","29,171","52,176","81,457","82,817","84,436","120,375","100,811","39,231","17,505","3,375",113
경기도 안산시 상록구 (4127100000),"322,171","322,171","13,970","27,925","43,980","40,856","43,834","64,753","53,603","21,118","10,156","1,909",67
경기도 안산시 상록구 일동(4127151000),"22,207","22,207",937,"1,927","2,951","2,547","3,168","4,647","3,442","1,664",795,129,0
경기도 안산시 상록구 이동(4127151500),"22,159","22,159",612,"1,254","3,471","3,484","3,077","4,330","3,486","1,506",775,157,7
경기도 안산시 상록구 사동(4127152500),"28,823","28,823",921,"2,106","4,335","3,917","3,956","5,853","4,470","1,755","1,167",315,28
경기도 안산시 상록구 사이동(4127153200),"29,608","29,608","1,351","2,908","3,839","3,722","4,238","5,948","4,901","1,752",801,144,4
경기도 안산시 상록구 해양동(4127153700),"39,236","39,236","3,026","5,143","5,976","4,597","6,581","7,020","4,964","1,419",416,93,1
경기도 안산시 상록구 본오1동(4127154000),"34,041","34,041","1,358","3,254","4,569","4,107","4,931","7,273","5,220","2,121","1,055",148,5
경기도 안산시 상록구 본오2동(4127155000),"23,771","23,771",861,"2,056","3,237","2,858","2,956","5,159","3,960","1,640",863,178,3
경기도 안산시 상록구 본오3동(4127156000),"17,767","17,767",568,"1,135","2,462","2,439","2,169","3,694","3,207","1,282",710,98,3
경기도 안산시 상록구 부곡동(4127157000),"19,792","19,792",777,"1,795","2,443","2,231","2,573","4,363","3,502","1,313",675,117,3
경기도 안산시 상록구 월피동(4127158000),"34,797","34,797","1,372","2,728","5,154","4,676","4,241","7,179","6,217","2,036","1,020",169,5
경기도 안산시 상록구 성포동(4127159000),"24,115","24,115","1,133","1,901","3,122","3,305","2,669","4,650","4,843","1,679",647,163,3
경기도 안산시 상록구 반월동(4127160000),"17,789","17,789",815,"1,114","1,693","2,201","2,264","3,106","3,556","2,017",884,135,4
경기도 안산시 상록구 안산동(4127161000),"8,066","8,066",239,604,728,772,"1,011","1,531","1,835",934,348,63,1
경기도 안산시 단원구 (4127300000),"289,296","289,296","15,201","24,251","37,477","41,961","40,602","55,622","47,208","18,113","7,349","1,466",46
경기도 안산시 단원구 와동(4127351000),"34,923","34,923","1,592","3,172","4,323","4,330","5,475","7,368","5,450","2,098",954,156,5
경기도 안산시 단원구 고잔동(4127352500),"19,487","19,487",709,"1,305","3,128","3,087","2,401","3,678","3,222","1,260",577,117,3
경기도 안산시 단원구 중앙동(4127353200),"23,489","23,489","1,153","1,677","4,480","4,279","2,990","3,757","3,414","1,260",373,104,2
경기도 안산시 단원구 호수동(4127353500),"41,684","41,684","2,565","4,519","5,707","5,421","5,945","8,114","6,641","1,862",732,174,4
경기도 안산시 단원구 원곡동(4127354500),"5,351","5,351",167,295,392,458,615,"1,249","1,185",622,324,43,1
경기도 안산시 단원구 백운동(4127355500),"23,726","23,726","1,749","1,814","2,630","4,261","3,210","4,088","3,920","1,513",454,84,3
경기도 안산시 단원구 신길동(4127356500),"20,358","20,358",901,"2,024","2,297","2,237","3,062","4,167","3,519","1,518",544,87,2
경기도 안산시 단원구 초지동(4127357000),"45,995","45,995","2,691","3,918","6,006","7,515","6,762","8,581","6,383","2,651","1,188",287,13
경기도 안산시 단원구 선부1동(4127358000),"16,589","16,589",961,"1,136","1,913","2,747","2,383","3,030","2,826","1,077",419,96,1
경기도 안산시 단원구 선부2동(4127359000),"17,007","17,007","1,036","1,337","1,981","2,541","2,380","3,379","2,779","1,042",457,71,4
경기도 안산시 단원구 선부3동(4127360000),"31,573","31,573","1,462","2,713","4,148","4,400","4,541","6,471","5,261","1,739",702,133,3
경기도 안산시 단원구 대부동(4127361000),"9,114","9,114",215,341,472,685,838,"1,740","2,608","1,471",625,114,5
경기도 고양시 (4128000000),"1,059,430","1,059,430","61,027","95,632","118,787","143,871","157,327","194,415","162,289","76,679","41,310","7,916",177
경기도 고양시 덕양구 (4128100000),"484,682","484,682","30,696","40,584","51,055","70,568","74,082","84,155","73,447","37,426","19,239","3,349",81
경기도 고양시 덕양구 주교동(4128151000),"10,235","10,235",270,627,"1,069","1,022","1,154","2,128","2,236","1,077",544,106,2
경기도 고양시 덕양구 원신동(4128152000),"22,334","22,334","1,846","2,683","1,545","2,685","4,240","3,351","3,247","1,854",750,128,5
경기도 고양시 덕양구 흥도동(4128153000),"29,407","29,407","2,168","3,547","2,981","4,268","5,798","4,584","3,416","1,810",720,113,2
경기도 고양시 덕양구 성사1동(4128154000),"23,717","23,717","1,093","1,597","2,640","3,326","3,194","4,398","4,086","2,133","1,050",194,6
경기도 고양시 덕양구 성사2동(4128155000),"10,171","10,171",333,687,"1,071","1,198","1,161","1,888","1,986","1,073",654,118,2
경기도 고양시 덕양구 효자동(4128156000),"26,242","26,242","3,672","2,290","2,137","5,127","5,241","3,258","2,460","1,377",594,85,1
경기도 고양시 덕양구 삼송1동(4128157600),"22,174","22,174","1,798","1,699","2,526","4,416","3,878","3,305","2,604","1,288",572,86,2
경기도 고양시 덕양구 삼송2동(4128157700),"28,012","28,012","1,925","1,919","3,079","5,463","4,278","4,014","3,627","2,367","1,156",182,2
경기도 고양시 덕양구 창릉동(4128158000),"22,684","22,684","2,280","1,770","1,887","4,903","4,305","3,131","2,379","1,367",570,88,4
경기도 고양시 덕양구 고양동(4128159000),"27,072","27,072","1,088","2,499","2,873","2,478","3,650","5,299","4,551","2,928","1,463",234,9
경기도 고양시 덕양구 관산동(4128160000),"33,060","33,060","1,029","2,276","2,954","3,050","4,297","6,328","7,084","3,849","1,870",312,11
경기도 고양시 덕양구 능곡동(4128161000),"17,027","17,027",966,"1,210","1,773","2,477","2,163","3,151","3,086","1,389",698,111,3
경기도 고양시 덕양구 화정1동(4128162100),"34,750","34,750","1,152","2,824","4,638","4,414","4,065","6,826","5,868","2,766","1,855",331,11
경기도 고양시 덕양구 화정2동(4128162200),"31,386","31,386","1,713","3,002","3,728","4,347","4,591","6,190","4,251","2,001","1,298",260,5
경기도 고양시 덕양구 행주동(4128163000),"11,760","11,760",299,582,"1,287","1,404","1,328","2,323","2,561","1,203",650,122,1
경기도 고양시 덕양구 행신1동(4128164000),"19,783","19,783",882,"1,508","2,275","2,613","2,480","3,825","3,594","1,597",856,151,2
경기도 고양시 덕양구 행신2동(4128165000),"29,339","29,339","1,545","2,072","3,564","4,799","3,896","5,253","4,714","2,019","1,244",228,5
경기도 고양시 덕양구 행신3동(4128165500),"22,218","22,218",940,"1,862","2,754","2,869","2,694","4,572","3,817","1,540",981,187,2
경기도 고양시 덕양구 행신4동(4128165600),"18,793","18,793",511,"1,573","2,340","2,065","2,184","4,040","3,514","1,578",825,161,2
경기도 고양시 덕양구 화전동(4128166000),"27,684","27,684","2,985","2,662","2,232","4,773","5,935","3,858","2,906","1,588",639,102,4
경기도 고양시 덕양구 대덕동(4128167000),"16,834","16,834","2,201","1,695","1,702","2,871","3,550","2,433","1,460",622,250,50,0
경기도 고양시 일산동구 (4128500000),"297,383","297,383","16,196","26,865","35,366","40,666","43,652","55,683","45,631","20,040","10,858","2,380",46
경기도 고양시 일산동구 식사동(4128551000),"40,393","40,393","3,104","5,342","4,881","4,201","7,158","7,757","4,952","1,877",936,181,4
경기도 고양시 일산동구 중산1동(4128552500),"19,931","19,931",676,"1,440","2,252","2,339","2,161","3,794","4,141","1,788","1,066",265,9
경기도 고양시 일산동구 중산2동(4128552600),"22,745","22,745","1,342","2,236","2,503","2,479","3,304","4,508","3,575","1,765",845,186,2
경기도 고양시 일산동구 정발산동(4128553000),"20,990","20,990",695,"1,642","2,698","2,805","2,606","3,979","3,691","1,799",900,170,5
경기도 고양시 일산동구 풍산동(4128554000),"41,995","41,995","2,551","4,208","4,860","5,302","6,121","7,931","6,512","2,791","1,421",290,8
경기도 고양시 일산동구 백석1동(4128555100),"28,056","28,056","1,405","2,266","3,537","4,117","3,937","5,415","4,332","1,868",990,188,1
경기도 고양시 일산동구 백석2동(4128555200),"19,903","19,903",555,995,"2,789","3,285","2,773","3,986","3,071","1,492",803,152,2
경기도 고양시 일산동구 마두1동(4128556000),"22,432","22,432",970,"2,885","2,780","2,383","3,173","4,346","3,476","1,451",779,186,3
경기도 고양시 일산동구 마두2동(4128557000),"15,156","15,156",747,"2,112","1,654","1,392","2,506","2,815","2,161",904,674,190,1
경기도 고양시 일산동구 장항1동(4128558000),"18,380","18,380","2,685","1,273","1,613","5,020","3,220","1,963","1,584",701,276,44,1
경기도 고양시 일산동구 장항2동(4128559000),"26,566","26,566",660,"1,242","3,933","4,946","4,055","5,164","3,749","1,540","1,035",239,3
경기도 고양시 일산동구 고봉동(4128560000),"20,836","20,836",806,"1,224","1,866","2,397","2,638","4,025","4,387","2,064","1,133",289,7
경기도 고양시 일산서구 (4128700000),"277,365","277,365","14,135","28,183","32,366","32,637","39,593","54,577","43,211","19,213","11,213","2,187",50
경기도 고양시 일산서구 일산1동(4128751000),"24,642","24,642","1,069","2,068","2,978","2,879","3,082","4,815","4,273","2,096","1,188",187,7
경기도 고양시 일산서구 일산2동(4128752000),"18,447","18,447",709,"1,174","2,051","2,244","2,066","3,614","3,936","1,620",862,168,3
경기도 고양시 일산서구 일산3동(4128753000),"33,027","33,027","2,063","4,936","3,477","3,405","5,802","6,187","4,326","1,732",884,210,5
경기도 고양시 일산서구 탄현1동(4128754500),"28,899","28,899","1,544","2,561","3,754","3,727","3,975","6,088","4,368","1,584","1,072",220,6
경기도 고양시 일산서구 탄현2동(4128754600),"18,381","18,381","1,188","2,113","1,948","2,096","3,003","3,432","2,619","1,180",699,102,1
경기도 고양시 일산서구 주엽1동(4128755000),"25,845","25,845","1,102","2,575","3,019","3,072","3,515","4,897","3,881","2,020","1,444",314,6
경기도 고양시 일산서구 주엽2동(4128756000),"26,254","26,254","1,326","2,662","2,690","3,012","3,618","4,862","4,115","2,083","1,541",335,10
경기도 고양시 일산서구 대화동(4128757000),"33,291","33,291","1,528","2,534","4,511","4,986","4,535","6,229","5,197","2,365","1,176",228,2
경기도 고양시 일산서구 송포동(4128758000),"19,915","19,915","1,074","1,826","2,343","2,547","2,867","3,990","3,107","1,320",704,134,3
경기도 고양시 일산서구 덕이동(4128760000),"30,556","30,556","1,767","3,710","3,354","3,098","4,768","6,321","4,554","1,905",912,161,6
경기도 고양시 일산서구 가좌동(4128761000),"18,108","18,108",765,"2,024","2,241","1,571","2,362","4,142","2,835","1,308",731,128,1
경기도 과천시 (4129000000),"80,098","80,098","8,133","8,221","8,090","12,115","12,944","11,927","10,675","5,030","2,388",560,15
경기도 과천시 중앙동(4129051000),"11,493","11,493",764,"1,043","1,252","1,523","1,576","1,810","1,980",953,448,141,3
경기도 과천시 원문동(4129051500),"16,256","16,256","1,669","2,072","1,518","1,946","3,017","2,526","2,030",899,469,108,2
경기도 과천시 갈현동(4129052000),"18,312","18,312","3,262","1,969","1,701","3,761","3,263","2,269","1,280",515,233,57,2
경기도 과천시 별양동(4129053000),"12,425","12,425","1,054","1,376","1,200","1,801","2,121","1,846","1,751",802,381,92,1
경기도 과천시 부림동(4129054000),"8,844","8,844",752,872,859,"1,259","1,437","1,299","1,391",599,314,59,3
경기도 과천시 과천동(4129055000),"6,025","6,025",326,369,636,952,779,896,"1,130",615,264,54,4
경기도 과천시 문원동(4129056000),"6,743","6,743",306,520,924,873,751,"1,281","1,113",647,279,49,0
경기도 구리시 (4131000000),"185,946","185,946","9,990","16,169","21,152","25,271","27,870","33,357","30,044","14,718","6,416",935,24
경기도 구리시 갈매동(4131051000),"30,447","30,447","2,760","3,453","2,559","4,197","6,555","4,340","3,831","2,010",656,84,2
경기도 구리시 동구동(4131052000),"34,990","34,990","1,771","3,074","4,316","4,641","4,669","6,714","5,794","2,571","1,214",222,4
경기도 구리시 인창동(4131053000),"23,521","23,521","1,364","2,078","2,808","3,369","3,493","4,245","3,551","1,713",784,115,1
경기도 구리시 교문1동(4131054100),"14,580","14,580",403,856,"1,603","1,811","1,937","2,834","2,889","1,479",677,88,3
경기도 구리시 교문2동(4131054200),"20,571","20,571","1,105","2,191","2,434","2,507","2,952","3,821","3,205","1,552",697,104,3
경기도 구리시 수택1동(4131057000),"16,866","16,866",757,"1,082","2,114","2,599","2,235","2,983","2,981","1,431",609,73,2
경기도 구리시 수택2동(4131058000),"24,074","24,074",850,"1,625","2,807","3,202","3,066","4,430","4,602","2,366",986,135,5
경기도 구리시 수택3동(4131059000),"20,897","20,897",980,"1,810","2,511","2,945","2,963","3,990","3,191","1,596",793,114,4
경기도 남양주시 (4136000000),"729,142","729,142","45,738","78,645","76,196","84,032","119,235","130,803","104,434","59,043","26,667","4,229",120
경기도 남양주시 와부읍(4136025000),"59,594","59,594","2,737","6,537","6,463","5,901","8,633","11,538","9,088","5,548","2,734",403,12
경기도 남양주시 진접읍(4136025300),"94,674","94,674","5,226","11,033","10,293","9,596","14,670","17,706","14,005","7,841","3,670",622,12
경기도 남양주시 화도읍(4136025600),"63,471","63,471","2,955","6,450","6,810","6,140","9,757","12,684","9,966","5,649","2,653",399,8
경기도 남양주시 화도읍동부출장소(4136025700),"12,867","12,867",900,"1,341","1,127","1,377","2,186","2,260","2,052","1,064",453,105,2
경기도 남양주시 화도읍남부출장소(4136025800),"35,261","35,261","2,238","4,162","3,577","3,486","6,072","6,722","4,905","2,661","1,257",177,4
경기도 남양주시 진건읍(4136025900),"19,618","19,618",538,"1,288","2,032","1,927","2,202","3,801","4,371","2,217","1,048",185,9
경기도 남양주시 오남읍(4136026200),"50,456","50,456","2,063","5,284","6,230","4,852","7,126","10,861","7,500","4,069","2,128",332,11
경기도 남양주시 퇴계원읍(4136026500),"26,167","26,167",977,"2,051","2,823","2,906","3,148","4,752","5,363","2,728","1,238",179,2
경기도 남양주시 별내면(4136031000),"17,798","17,798",634,"1,547","1,857","1,502","2,190","3,659","3,209","1,989","1,061",139,11
경기도 남양주시 수동면(4136034000),"8,425","8,425",187,431,566,608,819,"1,471","2,150","1,348",675,164,6
경기도 남양주시 조안면(4136036000),"3,696","3,696",98,191,285,277,409,632,930,582,246,43,3
경기도 남양주시 호평동(4136051000),"55,546","55,546","3,897","6,999","5,906","5,636","10,248","10,426","6,462","3,894","1,812",262,4
경기도 남양주시 평내동(4136052000),"37,353","37,353","2,372","4,430","4,372","4,393","6,159","7,297","4,496","2,472","1,168",193,1
경기도 남양주시 금곡동(4136053000),"16,899","16,899",396,761,"1,592","1,982","1,820","2,942","4,010","2,176","1,042",170,8
경기도 남양주시 양정동(4136054000),"2,140","2,140",62,85,225,243,223,359,523,278,122,18,2
경기도 남양주시 다산1동(4136054500),"105,649","105,649","10,654","13,014","9,786","16,429","21,425","14,557","10,482","6,462","2,480",348,12
경기도 남양주시 다산2동(4136056500),"36,550","36,550","3,319","4,536","3,521","4,492","7,496","6,099","4,112","2,081",773,119,2
경기도 남양주시 별내동(4136057000),"82,978","82,978","6,485","8,505","8,731","12,285","14,652","13,037","10,810","5,984","2,107",371,11
경기도 풍양출장소 (4136200000),0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 오산시 (4137000000),"250,518","250,518","17,804","27,184","28,636","40,314","46,622","41,362","28,514","13,350","5,829",881,22
경기도 오산시 중앙동(4137051000),"32,890","32,890","2,209","3,850","3,656","4,148","5,656","5,990","4,296","2,003",949,132,1
경기도 오산시 대원1동(4137052300),"45,025","45,025","2,259","4,493","6,226","6,467","7,500","8,306","5,790","2,648","1,168",161,7
경기도 오산시 대원2동(4137052600),"24,442","24,442","2,253","2,866","2,490","4,298","4,915","3,879","2,218","1,034",435,51,3
경기도 오산시 남촌동(4137053000),"29,102","29,102","2,208","2,164","3,346","6,635","6,011","4,294","2,636","1,230",502,74,2
경기도 오산시 신장1동(4137054300),"35,544","35,544","2,158","4,784","3,760","4,580","6,861","5,834","4,143","2,244","1,014",165,1
경기도 오산시 신장2동(4137054600),"22,602","22,602","1,605","2,835","2,226","2,835","4,589","3,644","2,881","1,373",536,77,1
경기도 오산시 세마동(4137055000),"31,982","31,982","2,531","3,524","3,819","5,164","5,930","5,121","3,551","1,518",689,130,5
경기도 오산시 초평동(4137056000),"28,931","28,931","2,581","2,668","3,113","6,187","5,160","4,294","2,999","1,300",536,91,2
경기도 시흥시 (4139000000),"514,384","514,384","37,645","52,026","57,030","73,834","88,809","92,616","70,641","27,746","11,851","2,126",60
경기도 시흥시 대야동(4139051000),"41,193","41,193","2,515","3,105","4,670","6,184","5,783","7,441","7,189","2,831","1,222",246,7
경기도 시흥시 신천동(4139052000),"32,325","32,325",974,"2,081","4,064","3,833","3,572","6,815","6,894","2,756","1,138",192,6
경기도 시흥시 신현동(4139053100),"8,782","8,782",251,493,890,945,898,"1,775","2,087",966,399,74,4
경기도 시흥시 은행동(4139054000),"57,280","57,280","5,444","6,884","5,485","7,867","11,234","9,044","7,109","2,892","1,112",206,3
경기도 시흥시 매화동(4139055000),"10,970","10,970",369,863,"1,213","1,104","1,335","2,258","2,145","1,054",527,101,1
경기도 시흥시 목감동(4139057000),"40,605","40,605","3,627","4,414","3,181","5,843","8,127","6,105","5,500","2,643",982,175,8
경기도 시흥시 군자동(4139058100),"21,170","21,170",923,"1,925","2,245","2,316","3,407","4,160","3,657","1,663",756,115,3
경기도 시흥시 월곶동(4139058200),"17,528","17,528","1,014","1,576","1,824","2,426","2,903","3,332","2,607","1,165",566,113,2
경기도 시흥시 정왕본동(4139058900),"17,301","17,301",651,"1,002","2,070","2,931","3,379","3,566","2,472",853,322,53,2
경기도 시흥시 정왕1동(4139059100),"20,183","20,183",751,"1,651","3,428","2,541","3,390","4,184","2,830",943,396,67,2
경기도 시흥시 정왕2동(4139059200),"26,483","26,483","1,201","2,890","3,500","3,123","3,975","5,857","3,912","1,241",677,106,1
경기도 시흥시 정왕3동(4139059300),"21,351","21,351",900,"1,909","2,210","2,710","3,735","4,707","3,436","1,164",502,75,3
경기도 시흥시 정왕4동(4139059400),"19,239","19,239",912,"2,156","2,801","2,261","2,740","4,265","2,708",836,472,86,2
경기도 시흥시 배곧1동(4139059600),"35,255","35,255","4,068","5,467","2,933","5,046","8,229","5,216","2,962",941,324,64,5
경기도 시흥시 배곧2동(4139059700),"35,410","35,410","3,197","4,680","4,894","6,320","7,245","5,401","2,687",722,226,38,0
경기도 시흥시 과림동(4139062100),"1,697","1,697",36,27,93,143,141,250,553,324,113,17,0
경기도 시흥시 연성동(4139063000),"23,565","23,565","1,517","2,114","3,085","3,220","3,243","4,917","3,323","1,320",697,126,3
경기도 시흥시 장곡동(4139063100),"46,790","46,790","5,629","5,410","4,368","8,347","8,541","7,112","4,674","1,845",731,131,2
경기도 시흥시 능곡동(4139064000),"26,033","26,033","2,277","2,673","2,989","3,879","4,081","4,743","3,191","1,425",646,125,4
경기도 시흥시 거북섬동(4139065000),"11,224","11,224","1,389",706,"1,087","2,795","2,851","1,468",705,162,43,16,2
경기도 군포시 (4141000000),"250,701","250,701","12,132","22,183","29,552","34,059","35,244","45,127","41,550","19,687","9,188","1,940",39
경기도 군포시 군포1동(4141051000),"30,195","30,195","1,221","2,111","3,989","4,131","3,958","5,642","5,466","2,476",997,201,3
경기도 군포시 군포2동(4141052000),"40,577","40,577","2,108","4,327","4,717","4,958","5,917","7,425","6,875","2,779","1,236",230,5
경기도 군포시 산본1동(4141054000),"14,185","14,185",355,567,"1,665","2,208","1,571","2,383","2,933","1,673",692,137,1
경기도 군포시 산본2동(4141055000),"24,759","24,759","1,362","2,405","2,745","3,181","3,411","4,359","4,282","1,951",862,196,5
경기도 군포시 금정동(4141056000),"18,572","18,572",670,"1,127","2,489","2,891","2,415","3,373","3,370","1,555",572,108,2
경기도 군포시 재궁동(4141057000),"16,890","16,890",628,"1,008","2,058","2,815","2,124","2,830","2,819","1,580",837,190,1
경기도 군포시 오금동(4141058000),"19,510","19,510",998,"1,633","2,256","3,250","2,919","3,412","2,807","1,335",753,147,0
경기도 군포시 수리동(4141059000),"14,841","14,841",555,"1,204","1,651","1,885","1,908","2,729","2,507","1,386",821,190,5
경기도 군포시 궁내동(4141060000),"19,270","19,270","1,081","2,624","2,267","1,859","3,048","3,865","2,591","1,134",645,151,5
경기도 군포시 대야동(4141061000),"8,903","8,903",404,755,898,"1,091","1,141","1,693","1,651",861,337,70,2
경기도 군포시 광정동(4141062000),"22,846","22,846","1,015","2,102","2,924","2,991","2,964","4,413","3,498","1,695",990,246,8
경기도 군포시 송부동(4141063000),"20,153","20,153","1,735","2,320","1,893","2,799","3,868","3,003","2,751","1,262",446,74,2
경기도 의왕시 (4143000000),"161,183","161,183","11,120","13,334","17,467","24,429","22,368","26,847","26,635","12,662","5,253","1,034",34
경기도 의왕시 고천동(4143051000),"15,327","15,327","1,561",859,"1,442","4,194","1,979","1,597","1,929","1,209",452,102,3
경기도 의왕시 부곡동(4143052000),"28,682","28,682","2,082","2,181","2,886","4,529","4,048","4,609","4,496","2,342","1,270",233,6
경기도 의왕시 오전동(4143053000),"32,988","32,988","1,812","3,219","3,684","3,774","4,642","6,006","5,792","2,841","1,046",165,7
경기도 의왕시 내손1동(4143054000),"19,641","19,641","1,061","1,732","2,549","2,341","2,480","3,567","3,612","1,467",676,150,6
경기도 의왕시 내손2동(4143055000),"26,875","26,875","2,285","2,368","2,721","4,645","4,111","4,304","3,981","1,650",670,135,5
경기도 의왕시 청계동(4143056000),"37,670","37,670","2,319","2,975","4,185","4,946","5,108","6,764","6,825","3,153","1,139",249,7
경기도 하남시 (4145000000),"327,740","327,740","25,977","33,796","32,969","48,767","59,712","49,869","42,578","24,301","8,350","1,376",45
경기도 하남시 천현동(4145051000),"5,707","5,707",150,298,483,644,730,975,"1,297",779,273,78,0
경기도 하남시 신장1동(4145052000),"7,011","7,011",211,315,879,"1,262",917,"1,098","1,276",730,268,54,1
경기도 하남시 신장2동(4145053000),"44,577","44,577","2,932","3,681","4,096","6,254","6,768","6,758","7,278","4,763","1,778",259,10
경기도 하남시 덕풍1동(4145054000),"13,958","13,958",615,808,"1,375","1,825","1,830","2,300","2,845","1,669",611,79,1
경기도 하남시 덕풍2동(4145055000),"17,165","17,165",776,907,"1,642","2,459","2,239","2,762","3,482","2,061",718,111,8
경기도 하남시 덕풍3동(4145056000),"27,612","27,612","1,810","2,583","2,873","3,415","4,268","4,783","4,223","2,547",968,137,5
경기도 하남시 감북동(4145058000),"3,228","3,228",114,139,320,559,373,574,641,334,147,27,0
경기도 하남시 감일동(4145058200),"39,608","39,608","5,203","4,527","3,377","6,653","8,144","5,422","3,645","1,919",586,129,3
경기도 하남시 위례동(4145058500),"35,322","35,322","3,874","4,680","3,241","4,576","7,349","5,578","3,973","1,523",445,81,2
경기도 하남시 춘궁동(4145059000),836,836,17,24,57,86,87,162,235,110,44,14,0
경기도 하남시 초이동(4145060000),"2,934","2,934",107,123,284,399,315,493,671,339,173,30,0
경기도 하남시 미사1동(4145061000),"53,906","53,906","3,404","5,203","8,034","11,302","10,229","7,470","4,600","2,707",822,130,5
경기도 하남시 미사2동(4145062000),"46,360","46,360","3,859","6,535","3,643","5,598","9,877","7,208","5,182","3,245","1,062",149,2
경기도 하남시 미사3동(4145063000),"29,516","29,516","2,905","3,973","2,665","3,735","6,586","4,286","3,230","1,575",455,98,8
경기도 용인시 (4146000000),"1,090,776","1,090,776","71,827","120,622","126,499","137,527","180,126","193,158","134,465","79,788","39,981","6,623",160
경기도 용인시 처인구 (4146100000),"283,119","283,119","17,689","26,074","31,953","37,395","44,247","49,637","42,567","22,025","9,686","1,805",41
경기도 용인시 처인구 포곡읍(4146125000),"30,694","30,694","1,159","3,054","3,980","3,236","4,527","6,196","4,794","2,358","1,164",222,4
경기도 용인시 처인구 모현읍(4146125300),"34,446","34,446","2,331","2,926","3,714","4,705","5,485","6,100","5,193","2,671","1,125",191,5
경기도 용인시 처인구 이동읍(4146125600),"18,846","18,846",776,"1,528","1,734","1,882","2,619","3,595","3,730","1,891",900,182,9
경기도 용인시 처인구 남사읍(4146125900),"23,460","23,460","2,095","3,007","1,339","2,821","4,759","3,267","3,221","2,059",750,141,1
