행정구역,2026년02월_계_총인구수,2026년02월_계_연령구간인구수,2026년02월_계_0~9세,2026년02월_계_10~19세,2026년02월_계_20~29세,2026년02월_계_30~39세,2026년02월_계_40~49세,2026년02월_계_50~59세,2026년02월_계_60~69세,2026년02월_계_70~79세,2026년02월_계_80~89세,2026년02월_계_90~99세,2026년02월_계_100세 이상
전라남도 화순군 사평면(4679041500),"2,006","2,006",38,56,95,115,112,311,577,353,300,48,1
전라남도 화순군 동면(4679042000),"2,909","2,909",48,96,145,154,200,531,783,487,393,71,1
전라남도 장흥군 (4680000000),"34,102","34,102","1,250","2,259","2,254","2,212","3,278","5,539","7,207","5,411","3,821",857,14
전라남도 장흥군 장흥읍(4680025000),"14,659","14,659",885,"1,477","1,330","1,411","1,889","2,503","2,444","1,606",898,212,4
전라남도 장흥군 관산읍(4680025300),"4,322","4,322",87,203,217,177,318,631,"1,058",881,598,149,3
전라남도 장흥군 대덕읍(4680025600),"2,866","2,866",63,133,143,119,214,457,695,553,417,72,0
전라남도 장흥군 용산면(4680031000),"2,075","2,075",53,79,84,96,159,303,504,414,327,55,1
전라남도 장흥군 안양면(4680032000),"2,554","2,554",51,91,99,129,212,407,640,505,318,100,2
전라남도 장흥군 장동면(4680033000),"1,096","1,096",16,21,48,51,61,150,286,230,185,47,1
전라남도 장흥군 장평면(4680034000),"1,893","1,893",32,63,98,76,109,317,442,339,344,72,1
전라남도 장흥군 유치면(4680035000),909,909,3,13,38,30,36,178,280,163,143,25,0
전라남도 장흥군 부산면(4680036000),"1,316","1,316",18,48,61,35,91,230,289,230,251,61,2
전라남도 장흥군 회진면(4680037000),"2,412","2,412",42,131,136,88,189,363,569,490,340,64,0
전라남도 강진군 (4681000000),"31,759","31,759","1,377","2,085","2,118","2,105","2,979","4,929","6,813","5,009","3,612",716,16
전라남도 강진군 강진읍(4681025000),"12,452","12,452",739,"1,173","1,117","1,051","1,510","2,017","2,277","1,509",890,165,4
전라남도 강진군 군동면(4681031000),"4,706","4,706",310,342,354,438,448,721,944,603,439,104,3
전라남도 강진군 칠량면(4681032000),"1,991","1,991",41,75,94,81,133,302,488,401,315,60,1
전라남도 강진군 대구면(4681033000),984,984,20,36,43,36,66,143,240,212,160,24,4
전라남도 강진군 도암면(4681034000),"2,275","2,275",49,80,81,87,142,326,574,485,372,79,0
전라남도 강진군 신전면(4681035000),"1,590","1,590",36,76,63,48,106,233,418,306,252,49,3
전라남도 강진군 성전면(4681036000),"2,550","2,550",64,95,128,139,176,396,602,504,383,62,1
전라남도 강진군 작천면(4681037000),"1,636","1,636",42,62,65,73,96,228,401,332,276,61,0
전라남도 강진군 병영면(4681038000),"1,432","1,432",27,56,74,59,104,224,350,266,223,49,0
전라남도 강진군 옴천면(4681039000),551,551,11,35,24,11,39,76,118,103,108,26,0
전라남도 강진군 마량면(4681040000),"1,592","1,592",38,55,75,82,159,263,401,288,194,37,0
전라남도 해남군 (4682000000),"62,147","62,147","2,437","4,314","4,164","3,927","6,282","10,267","13,406","9,755","6,464","1,108",23
전라남도 해남군 해남읍(4682025000),"23,476","23,476","1,580","2,638","2,303","2,203","3,183","4,213","3,772","2,247","1,161",172,4
전라남도 해남군 삼산면(4682031000),"2,640","2,640",44,93,157,137,174,449,687,520,321,57,1
전라남도 해남군 화산면(4682032000),"2,824","2,824",72,83,117,137,225,422,707,572,422,66,1
전라남도 해남군 현산면(4682033000),"2,528","2,528",47,87,111,88,161,373,680,507,406,64,4
전라남도 해남군 송지면(4682034000),"5,402","5,402",153,279,288,257,518,867,"1,337",929,670,103,1
전라남도 해남군 북평면(4682035000),"2,440","2,440",29,97,138,88,168,386,587,502,393,52,0
전라남도 해남군 북일면(4682036000),"1,777","1,777",30,62,66,64,112,269,429,395,294,55,1
전라남도 해남군 옥천면(4682037000),"2,708","2,708",49,124,145,108,204,471,622,501,401,78,5
전라남도 해남군 계곡면(4682038000),"1,985","1,985",45,89,58,62,167,260,493,382,340,88,1
전라남도 해남군 마산면(4682039000),"2,229","2,229",48,110,102,115,184,347,513,417,321,70,2
전라남도 해남군 황산면(4682040000),"4,157","4,157",85,185,196,185,323,602,"1,133",869,493,85,1
전라남도 해남군 산이면(4682041000),"3,360","3,360",97,152,177,166,297,528,818,596,440,89,0
전라남도 해남군 문내면(4682042000),"3,493","3,493",100,184,149,163,269,537,877,687,456,70,1
전라남도 해남군 화원면(4682043000),"3,128","3,128",58,131,157,154,297,543,751,631,346,59,1
전라남도 영암군 (4683000000),"50,058","50,058","1,998","3,788","3,935","3,687","6,191","9,139","9,897","6,358","4,201",844,20
전라남도 영암군 영암읍(4683025000),"7,650","7,650",328,724,642,567,904,"1,284","1,493","1,001",573,127,7
전라남도 영암군 삼호읍(4683025300),"15,028","15,028","1,007","1,769","1,451","1,500","2,616","2,977","2,139","1,051",446,71,1
전라남도 영암군 삼호읍서부출장소(4683025400),"5,814","5,814",252,524,713,583,999,"1,464",843,261,143,32,0
전라남도 영암군 덕진면(4683031000),"1,627","1,627",28,70,73,83,132,240,405,297,234,63,2
전라남도 영암군 금정면(4683032000),"1,923","1,923",33,45,74,81,128,340,496,375,288,59,4
전라남도 영암군 신북면(4683033000),"3,326","3,326",65,111,183,159,277,525,846,658,414,88,0
전라남도 영암군 시종면(4683034000),"3,166","3,166",85,99,143,158,264,455,801,645,429,84,3
전라남도 영암군 도포면(4683035000),"2,014","2,014",29,65,106,106,133,339,530,354,298,52,2
전라남도 영암군 군서면(4683036000),"2,974","2,974",48,108,184,139,221,478,768,493,436,99,0
전라남도 영암군 서호면(4683037000),"1,738","1,738",27,63,82,71,132,250,413,352,291,57,0
전라남도 영암군 학산면(4683038000),"2,768","2,768",64,132,194,143,223,468,637,485,354,67,1
전라남도 영암군 미암면(4683039000),"2,030","2,030",32,78,90,97,162,319,526,386,295,45,0
전라남도 무안군 (4684000000),"95,696","95,696","7,281","10,980","9,228","11,310","15,183","14,343","13,251","8,489","4,782",827,22
전라남도 무안군 무안읍(4684025000),"10,543","10,543",540,"1,026","1,139",833,"1,315","1,889","1,866","1,235",606,91,3
전라남도 무안군 일로읍(4684025300),"25,650","25,650","3,776","3,694","1,474","4,345","5,419","2,741","2,076","1,283",710,128,4
전라남도 무안군 삼향읍(4684025600),"4,917","4,917",101,246,322,293,393,858,"1,311",847,449,95,2
전라남도 무안군 삼향읍남악출장소(4684025800),"32,354","32,354","2,535","5,136","4,510","4,783","6,355","5,247","2,379",994,358,57,0
전라남도 무안군 몽탄면(4684032000),"2,741","2,741",26,87,150,105,171,423,750,521,427,80,1
전라남도 무안군 청계면(4684033000),"6,288","6,288",93,320,965,374,542,"1,018","1,356",953,552,113,2
전라남도 무안군 현경면(4684034000),"4,213","4,213",69,135,197,179,315,690,"1,124",860,553,88,3
전라남도 무안군 망운면(4684035000),"1,815","1,815",37,56,92,88,150,293,465,390,213,30,1
전라남도 무안군 해제면(4684036000),"4,441","4,441",73,155,216,172,318,732,"1,154",904,615,99,3
전라남도 무안군 운남면(4684037000),"2,734","2,734",31,125,163,138,205,452,770,502,299,46,3
전라남도 함평군 (4686000000),"29,325","29,325",902,"1,687","1,784","1,756","2,606","4,870","6,521","4,901","3,587",692,19
전라남도 함평군 함평읍(4686025000),"8,108","8,108",383,681,690,645,948,"1,404","1,453","1,033",743,125,3
전라남도 함평군 손불면(4686031000),"3,040","3,040",84,128,136,129,239,508,677,606,450,82,1
전라남도 함평군 신광면(4686032000),"1,590","1,590",34,50,72,89,108,234,418,300,244,39,2
전라남도 함평군 학교면(4686033000),"3,290","3,290",62,154,160,162,252,517,774,620,471,113,5
전라남도 함평군 엄다면(4686034000),"1,745","1,745",44,68,80,81,132,283,433,300,265,58,1
전라남도 함평군 대동면(4686035000),"2,946","2,946",62,198,163,165,223,502,658,528,377,68,2
전라남도 함평군 나산면(4686036000),"2,582","2,582",53,109,130,136,198,391,700,482,305,75,3
전라남도 함평군 해보면(4686037000),"2,608","2,608",82,119,154,156,222,442,649,414,306,63,1
전라남도 함평군 월야면(4686038000),"3,416","3,416",98,180,199,193,284,589,759,618,426,69,1
전라남도 영광군 (4687000000),"53,807","53,807","3,311","3,906","4,522","5,043","6,044","8,694","9,730","7,157","4,585",796,19
전라남도 영광군 영광읍(4687025000),"23,570","23,570","1,921","2,398","2,380","2,619","3,269","3,923","3,474","2,260","1,134",189,3
전라남도 영광군 백수읍(4687025300),"4,438","4,438",139,189,282,263,313,725,967,839,615,102,4
전라남도 영광군 홍농읍(4687025600),"7,067","7,067",571,509,776,975,856,"1,147","1,080",678,428,45,2
전라남도 영광군 대마면(4687031000),"1,638","1,638",58,63,111,141,134,238,375,273,202,41,2
전라남도 영광군 묘량면(4687032000),"1,722","1,722",83,78,93,120,120,229,391,302,251,54,1
전라남도 영광군 불갑면(4687033000),"1,466","1,466",61,81,80,92,131,226,343,269,154,28,1
전라남도 영광군 군서면(4687034000),"2,259","2,259",77,136,139,140,190,405,443,379,301,49,0
전라남도 영광군 군남면(4687035000),"2,283","2,283",80,77,91,107,166,314,509,418,421,99,1
전라남도 영광군 염산면(4687036000),"3,813","3,813",99,113,176,196,303,574,937,837,499,77,2
전라남도 영광군 법성면(4687037000),"4,877","4,877",196,241,361,356,463,778,"1,039",786,546,108,3
전라남도 영광군 낙월면(4687038000),453,453,19,14,26,28,67,95,108,68,25,3,0
전라남도 영광군 낙월면안마출장소(4687038500),221,221,7,7,7,6,32,40,64,48,9,1,0
전라남도 장성군 (4688000000),"43,001","43,001","1,881","3,042","3,394","3,396","4,562","7,298","8,655","6,062","3,925",767,19
전라남도 장성군 장성읍(4688025000),"14,986","14,986",816,"1,459","1,286","1,313","1,920","2,624","2,538","1,803","1,043",182,2
전라남도 장성군 진원면(4688031000),"3,560","3,560",168,318,251,225,384,616,715,483,318,79,3
전라남도 장성군 남면(4688032000),"3,568","3,568",113,176,254,295,365,614,815,547,320,67,2
전라남도 장성군 동화면(4688033000),"1,794","1,794",58,47,95,119,138,301,471,310,205,49,1
전라남도 장성군 삼서면(4688034000),"2,914","2,914",101,140,185,172,254,520,682,466,337,55,2
전라남도 장성군 삼계면(4688035000),"5,155","5,155",341,390,674,614,594,801,810,480,389,61,1
전라남도 장성군 황룡면(4688036000),"3,737","3,737",106,197,271,243,351,720,884,564,325,75,1
전라남도 장성군 서삼면(4688037000),"1,471","1,471",60,74,96,98,127,217,337,274,156,31,1
전라남도 장성군 북일면(4688038000),"1,299","1,299",31,41,56,85,103,158,347,246,202,27,3
전라남도 장성군 북이면(4688039000),"2,583","2,583",60,116,133,133,179,407,563,510,389,91,2
전라남도 장성군 북하면(4688040000),"1,934","1,934",27,84,93,99,147,320,493,379,241,50,1
전라남도 완도군 (4689000000),"44,416","44,416","1,927","3,165","2,707","2,715","5,083","7,126","9,046","6,994","4,869",768,16
전라남도 완도군 완도읍(4689025000),"16,757","16,757","1,030","1,612","1,347","1,414","2,271","2,951","3,058","1,960",994,117,3
전라남도 완도군 금일읍(4689025300),"3,301","3,301",144,179,150,194,358,486,710,599,424,55,2
전라남도 완도군 노화읍(4689025600),"3,731","3,731",160,331,230,179,490,573,718,529,429,92,0
전라남도 완도군 노화읍넙도출장소(4689029000),686,686,26,31,38,28,99,107,144,142,61,10,0
전라남도 완도군 군외면(4689031000),"2,844","2,844",41,73,136,123,259,396,687,620,441,65,3
전라남도 완도군 신지면(4689032000),"3,029","3,029",71,149,143,131,287,493,703,561,419,72,0
전라남도 완도군 고금면(4689033000),"3,720","3,720",102,201,176,158,290,588,735,716,665,85,4
전라남도 완도군 약산면(4689034000),"2,149","2,149",60,98,88,93,161,319,504,456,322,48,0
전라남도 완도군 청산면(4689035000),"1,845","1,845",36,58,83,88,161,267,457,360,266,68,1
전라남도 완도군 청산면모도출장소(4689035500),217,217,4,5,10,4,12,41,55,41,40,5,0
전라남도 완도군 소안면(4689036000),"2,224","2,224",74,131,102,105,239,343,438,375,355,61,1
전라남도 완도군 금당면(4689037000),802,802,26,41,39,33,67,119,191,146,117,22,1
전라남도 완도군 보길면(4689038000),"2,393","2,393",134,230,123,130,317,330,491,339,247,51,1
전라남도 완도군 생일면(4689039000),718,718,19,26,42,35,72,113,155,150,89,17,0
전라남도 진도군 (4690000000),"27,922","27,922","1,086","1,920","1,907","1,774","2,781","4,531","5,913","4,254","3,187",558,11
전라남도 진도군 진도읍(4690025000),"10,194","10,194",649,994,985,975,"1,329","1,657","1,751","1,073",655,124,2
전라남도 진도군 군내면(4690031000),"2,734","2,734",73,161,164,125,232,434,665,458,359,62,1
전라남도 진도군 고군면(4690032000),"3,230","3,230",97,222,181,157,324,488,748,557,376,78,2
전라남도 진도군 의신면(4690033000),"3,210","3,210",76,133,169,153,258,532,802,576,422,88,1
전라남도 진도군 임회면(4690034000),"3,095","3,095",66,140,155,135,211,515,740,589,453,89,2
전라남도 진도군 지산면(4690035000),"2,801","2,801",63,115,122,110,182,413,649,563,517,65,2
전라남도 진도군 조도면(4690036000),"2,032","2,032",43,113,102,92,178,372,442,335,319,36,0
전라남도 진도군 조도면가사출장소(4690036500),236,236,9,5,8,10,25,41,51,36,39,12,0
전라남도 진도군 조도면거차출장소(4690036600),390,390,10,37,21,17,42,79,65,67,47,4,1
전라남도 신안군 (4691000000),"41,889","41,889","1,371","2,647","2,829","2,460","4,348","7,353","9,462","6,460","4,190",748,21
전라남도 신안군 지도읍(4691025000),"4,765","4,765",144,287,320,301,495,766,"1,109",726,532,85,0
전라남도 신안군 지도읍선도출장소(4691025100),250,250,8,7,9,11,17,50,69,36,38,5,0
전라남도 신안군 압해읍(4691025300),"6,453","6,453",200,446,459,405,720,"1,126","1,564",929,515,87,2
전라남도 신안군 압해읍매화출장소(4691025400),287,287,11,16,5,13,25,42,80,58,32,5,0
전라남도 신안군 압해읍고이도출장소(4691025500),259,259,10,19,17,13,28,35,56,53,24,4,0
전라남도 신안군 증도면(4691031000),"1,562","1,562",26,70,84,74,164,319,357,227,210,30,1
전라남도 신안군 증도면병풍출장소(4691031500),318,318,7,9,24,18,27,58,81,52,38,4,0
전라남도 신안군 임자면(4691032000),"3,505","3,505",142,250,284,197,391,669,709,518,306,36,3
전라남도 신안군 자은면(4691033000),"2,693","2,693",87,161,173,153,240,501,656,409,272,41,0
전라남도 신안군 비금면(4691034000),"3,719","3,719",114,229,239,213,393,671,836,582,372,68,2
전라남도 신안군 비금면수치도출장소(4691034500),142,142,1,10,11,5,11,30,27,21,22,4,0
전라남도 신안군 도초면(4691035000),"2,423","2,423",74,203,184,120,230,401,506,356,300,49,0
전라남도 신안군 도초면우이도출장소(4691035500),237,237,13,9,15,14,20,50,62,38,11,5,0
전라남도 신안군 흑산면(4691036000),"2,150","2,150",72,115,170,157,226,427,417,336,195,32,3
전라남도 신안군 흑산면가거도출장소(4691036500),361,361,5,12,30,26,53,101,72,38,21,3,0
전라남도 신안군 흑산면태도출장소(4691036600),205,205,9,19,17,10,22,41,41,28,14,4,0
전라남도 신안군 흑산면홍도출장소(4691036700),465,465,20,32,41,40,56,108,87,42,34,5,0
전라남도 신안군 흑산면대둔도출장소(4691036800),273,273,7,12,14,10,34,57,62,56,13,7,1
전라남도 신안군 하의면(4691037000),"1,672","1,672",49,99,96,89,159,287,367,305,181,40,0
전라남도 신안군 신의면(4691038000),"1,577","1,577",54,131,117,106,202,291,311,212,129,22,2
전라남도 신안군 장산면(4691039000),"1,630","1,630",50,99,69,87,171,255,377,285,201,35,1
전라남도 신안군 안좌면(4691040000),"3,807","3,807",163,244,294,261,394,581,844,558,373,93,2
전라남도 신안군 팔금면(4691041000),"1,001","1,001",27,47,55,35,84,145,227,219,135,25,2
전라남도 신안군 암태면(4691042000),"2,135","2,135",78,121,102,102,186,342,545,376,222,59,2
경상북도  (4700000000),"2,500,499","2,500,499","126,728","214,391","216,974","251,240","331,070","433,169","462,563","289,850","145,789","28,141",584
경상북도 포항시 (4711000000),"488,435","488,435","28,032","46,101","43,691","54,199","70,188","84,478","87,163","51,946","19,530","3,046",61
경상북도 포항시 남구 (4711100000),"214,484","214,484","10,994","20,162","19,779","22,111","31,193","37,363","38,691","24,103","8,781","1,284",23
경상북도 포항시 남구 구룡포읍(4711125000),"6,504","6,504",61,174,252,280,513,"1,070","1,810","1,425",799,117,3
경상북도 포항시 남구 연일읍(4711125300),"27,028","27,028","1,158","3,217","2,585","2,129","3,984","5,359","5,046","2,580",837,130,3
경상북도 포항시 남구 오천읍(4711125600),"56,534","56,534","3,735","6,129","6,152","7,378","9,792","9,981","7,824","3,858","1,446",236,3
